Address,Lat,Lon,Flood_Zone,nine,twentyone,thirtysix,Reclaimed,Flipped,Price,Price_Diff,Proptype,Year_Built,Times_Sold,Year_Sold
390 Commonwealth Ave #710,42.348872,-71.088555,0,0,0,0,1,0,637500,155000,Condominium,1986,2,2009
4 Essex St,42.378806,-71.06899,0,0,0,1,0,0,637500,178000,Single-Family,1875,3,2014
42 Garden St #2,42.360116,-71.066751,0,0,0,0,0,0,637500,225000,Condominium,1885,2,2015
42 Westmoor Rd,42.263467,-71.150958,0,0,0,0,0,0,637500,85000,Single-Family,1960,2,2019
425 E 6th St #2,42.332879,-71.043326,0,0,0,0,0,0,637500,0,Condominium,1905,2,2006
4380 Washington St #2,42.282129,-71.132773,0,0,0,0,0,0,637500,0,Condominium,2017,1,2021
47 Rutland St #1,42.340007,-71.076035,0,0,0,1,0,3,637500,161000,Condominium,1900,4,2017
51 Hamilton St #3,42.308664,-71.07031,0,0,0,0,0,0,637500,0,Condominium,2021,1,2022
56 Prince St #2,42.364956,-71.055148,0,0,0,0,0,0,637500,75000,Condominium,1900,2,2015
63 Edwin St,42.289316,-71.061004,0,0,0,0,0,0,637500,273000,Single-Family,1900,3,2022
65 E India Row #12E,42.358036,-71.051007,0,1,1,1,1,0,637500,475000,Condominium,1970,2,2000
70 London St,42.372474,-71.039979,1,1,1,1,0,0,637500,725000,Three-Family,1900,2,2011
703 E 5th St #3,42.333989,-71.032379,0,0,0,0,0,0,637500,167000,Condominium,1905,3,2022
71 Farragut Rd #1,42.3358,-71.025192,0,0,0,0,1,0,637500,0,Condominium,1930,1,2021
718-720 Morton St,42.284215,-71.090789,0,0,0,0,0,0,637500,197000,Apartment,1920,4,2006
85 Lexington St #1,42.37828,-71.036007,0,0,0,0,0,0,637500,145000,Condominium,2017,2,2017
86 Wyman St #2,42.319823,-71.104596,0,0,0,0,0,0,637500,191000,Condominium,1905,3,2019
90 Commercial St #2,42.361738,-71.052966,1,1,1,1,1,0,637500,65000,Condominium,1850,3,2010
978 South St,42.287654,-71.139039,0,0,0,0,0,0,637500,215000,Single-Family,1910,2,2008
10 Charlesgate E #403,42.350276,-71.091548,0,0,0,0,1,0,637000,153000,Condominium,1910,3,2006
103 Bolton St,42.340787,-71.051217,0,0,0,0,0,0,637000,364000,Single-Family,2004,2,2010
1052 South St,42.287781,-71.142542,0,0,0,0,0,0,637000,0,Three-Family,1910,1,2004
112 Pinckney St #13,42.358717,-71.071901,0,0,0,0,1,0,637000,0,Condominium,1910,1,2012
1313 Washington St #416,42.341849,-71.068342,0,0,0,1,0,0,637000,216000,Condominium,2002,2,2021
133 Marlborough St #10,42.353145,-71.077656,0,0,0,0,1,0,637000,324000,Condominium,1880,2,2021
14 Pleasant Hill Ave,42.277386,-71.072415,0,0,0,0,0,0,637000,0,Single-Family,1935,1,2020
149 Beacon St #1,42.354738,-71.074773,0,0,0,0,1,0,637000,0,Condominium,1900,1,2013
180 Beacon St #11C,42.354329,-71.076986,0,0,0,0,1,0,637000,0,Condominium,1968,1,2006
21 Father Francis Gilday St #116,42.338026,-71.072592,0,0,0,1,0,0,637000,170000,Condominium,2006,3,2019
234 Beacon St #5A,42.353742,-71.079159,0,0,0,1,1,0,637000,130000,Condominium,1869,4,2005
27-37 Chestnut St #304,42.374289,-71.058808,0,0,0,0,0,3,637000,228000,Condominium,1989,3,2003
39 Eden St #2,42.379961,-71.067355,0,0,0,0,0,0,637000,54000,Condominium,2017,2,2017
39 Gates St #3,42.331793,-71.048206,0,0,0,0,0,0,637000,0,Condominium,2016,1,2019
4 Cherokee St,42.32994,-71.10058,0,0,0,0,0,0,637000,376000,Single-Family,1899,2,2006
411 Shawmut Ave #7,42.340362,-71.073683,0,0,0,1,0,0,637000,241000,Condominium,1899,3,2021
449-463 Washington St #6A,42.355181,-71.060824,0,0,0,0,0,0,637000,164000,Condominium,1900,2,2002
485-495 Harrison Ave #407,42.34195,-71.066283,0,0,0,1,1,0,637000,116000,Condominium,1914,2,2004
50-52 Hobson St,42.354236,-71.162104,0,0,0,0,0,0,637000,0,Two-Family,1924,1,2006
7 Parkside Dr,42.311348,-71.131932,0,0,0,0,0,0,637000,0,Single-Family,1967,1,2014
700 Harrison Ave #401,42.338728,-71.070432,0,0,0,1,0,0,637000,226000,Condominium,2006,2,2021
723 E 2nd St #2,42.337228,-71.034813,0,0,0,0,0,0,637000,124000,Condominium,1900,2,2010
81 Webster St,42.366904,-71.037665,0,0,0,1,0,0,637000,574000,Two-Family,1900,2,2018
11 Prince St #1,42.309344,-71.120749,0,0,0,0,0,0,636500,174000,Condominium,1920,3,2004
117 Saratoga St,42.376775,-71.035652,0,0,0,0,0,0,636500,270000,Two-Family,1880,3,2006
158-160 Commercial St #5,42.36311,-71.051647,1,1,1,1,1,3,636500,48000,Condominium,1910,5,2011
183 London St,42.374705,-71.037239,0,1,1,1,0,0,636500,895000,Three-Family,1900,2,2020
227 E St,42.335398,-71.052123,0,0,0,1,0,0,636500,350000,Single-Family,1890,3,2014
23 Bay State Rd #7,42.348293,-71.06838,0,0,0,1,1,2,636500,85000,Condominium,1890,3,2000
2999 Washington St,42.317644,-71.09662,0,0,0,0,0,0,636500,380000,Apartment,1910,3,2002
360 Newbury St #604,42.348168,-71.087641,0,0,0,0,1,0,636500,0,Condominium,1918,2,2006
47 Harvard St #A5,42.373104,-71.063036,0,0,0,0,0,0,636500,104000,Condominium,1986,3,2008
54 Chestnut St #2,42.375605,-71.059369,0,0,0,0,0,0,636500,30000,Condominium,1890,3,2009
65 E India Row #9C,42.358036,-71.051007,0,1,1,1,1,0,636500,106000,Condominium,1970,3,2005
70 Marlborough St #9,42.35373,-71.075118,0,0,0,0,1,3,636500,106000,Condominium,1900,6,2017
73 Marlborough St #1,42.35382,-71.07549,0,0,0,0,1,0,636500,195000,Condominium,1850,4,2007
88 Wareham St #301,42.339262,-71.067434,0,0,0,1,1,0,636500,0,Condominium,2018,1,2021
12 Holborn St,42.31517,-71.082275,0,0,0,0,0,0,636000,552000,Three-Family,1910,2,2013
197 8th St #506,42.373761,-71.05175,0,0,1,1,1,3,636000,0,Condominium,1989,3,2001
390 Commonwealth Ave #502,42.348872,-71.088555,0,0,0,0,1,0,636000,125000,Condominium,1986,4,2015
390 Commonwealth Ave #508,42.348872,-71.088555,0,0,0,0,1,0,636000,185000,Condominium,1986,2,2003
437 D St #6G,42.34507,-71.043352,0,0,0,0,1,0,636000,262000,Condominium,1920,2,2012
47 Harvard St #A312,42.373104,-71.063036,0,0,0,0,0,0,636000,138000,Condominium,1986,3,2011
5 Vassar St,42.300749,-71.076218,0,0,0,0,0,0,636000,0,Three-Family,1905,1,2017
65 E India Row #18E,42.357947,-71.050993,1,1,1,1,1,0,636000,214000,Condominium,1972,3,2009
682 E 8th St #1,42.331588,-71.03381,0,0,0,0,0,0,636000,142000,Condominium,1905,4,2016
76 Westmoreland St,42.284273,-71.05861,0,0,0,0,0,0,636000,0,Two-Family,1926,1,2015
8 Sigourney St #8,42.308664,-71.100523,0,0,0,0,0,0,636000,198000,Condominium,2003,2,2004
8 Whittier Pl #6H,42.366178,-71.067225,0,0,0,0,1,0,636000,22000,Condominium,1964,2,2008
83 Waltham St #2,42.343074,-71.070371,0,0,0,1,1,0,636000,211000,Condominium,1900,3,2011
97 Brook Farm Rd,42.291457,-71.168132,0,0,0,0,0,0,636000,168000,Single-Family,2014,3,2015
1 Saint George St #3B,42.338762,-71.071597,0,0,0,1,0,0,635500,186000,Condominium,2000,4,2010
148 Chandler St #3,42.346111,-71.074063,0,0,0,1,1,0,635500,529000,Condominium,1890,2,2011
182 Beacon St #6,42.354329,-71.076983,0,0,0,0,1,0,635500,126000,Condominium,1875,3,2003
22 Sigourney St #E,42.30905,-71.099705,0,0,0,0,0,0,635500,91000,Condominium,2003,4,2011
36-38 Faneuil St,42.355265,-71.151465,0,0,0,0,0,0,635500,369000,Two-Family,1928,2,2011
406-408H E 3rd St #1,42.336349,-71.043526,0,0,0,0,0,0,635500,201000,Condominium,2003,3,2013
70 Peter Parley Rd,42.310398,-71.099119,0,0,0,0,0,3,635500,0,Two-Family,1890,3,2006
862 E 2nd St #3,42.337517,-71.028562,0,0,0,0,0,0,635500,193000,Condominium,2011,3,2015
1 Primus Ave #12,42.360299,-71.069791,0,0,0,0,0,0,635000,0,Condominium,1899,1,2017
10-12 Litchfield St,42.358383,-71.141726,0,0,0,0,0,0,635000,260000,Three-Family,1900,2,2003
107 Neponset Ave,42.294851,-71.05314,0,0,0,0,0,0,635000,0,Three-Family,1905,1,2014
107 Putnam St #1,42.379196,-71.032586,0,0,0,0,0,0,635000,0,Condominium,1900,1,2021
109-119 Beach St #4H,42.350718,-71.058047,0,0,1,1,1,0,635000,105000,Condominium,1899,3,2014
11 Lochstead Ave,42.31772,-71.113489,0,0,0,0,0,0,635000,0,Single-Family,1930,1,2001
120 Mountfort St #203,42.348318,-71.106038,0,0,0,0,0,0,635000,0,Condominium,1960,1,2006
134 Coleridge St,42.38097,-71.014658,0,0,0,0,1,0,635000,0,Single-Family,1910,1,2021
14 Sullivan St #3,42.37809,-71.066918,0,0,0,0,0,0,635000,141000,Condominium,1995,4,2004
142 Commercial St #502,42.36246,-71.052338,0,0,1,1,1,0,635000,0,Condominium,1856,1,2016
15 Guild St #201,42.326592,-71.088844,0,0,0,0,0,0,635000,0,Condominium,2019,1,2021
151 Tremont St #17D,42.355397,-71.063003,0,0,0,0,0,0,635000,0,Condominium,1968,1,2019
151 Tremont St #20T,42.355397,-71.063003,0,0,0,0,0,0,635000,0,Condominium,1968,1,2016
16 Milton St,42.280081,-71.059293,0,0,0,0,0,0,635000,0,Single-Family,1942,1,2017
160 Commonwealth Ave #313,42.351537,-71.078204,0,0,0,1,1,0,635000,0,Condominium,1881,1,2011
160 Commonwealth Ave #520,42.351537,-71.078204,0,0,0,1,1,0,635000,74000,Condominium,1871,2,2021
161 Savin Hill Ave,42.30984,-71.051288,0,0,0,0,0,0,635000,0,Single-Family,1890,1,2015
165 O St,42.33247,-71.02926,0,0,0,0,1,0,635000,0,Three-Family,1899,1,2015
17 Blackwood St #1,42.342878,-71.08255,0,0,0,0,1,0,635000,0,Condominium,1890,1,2005
170 Commercial St #3,42.36311,-71.051647,1,1,1,1,1,0,635000,185000,Condominium,1875,3,2010
170 I St #1,42.332619,-71.039903,0,0,0,0,0,0,635000,0,Condominium,2015,1,2017
17-19 Harriet St,42.353193,-71.155175,0,0,0,0,0,0,635000,0,Two-Family,1925,1,2004
18 Ashley St,42.32082,-71.103711,0,0,0,0,0,0,635000,360000,Three-Family,1890,2,2004
1822 River St,42.243558,-71.139176,0,0,0,0,0,0,635000,0,Two-Family,1910,1,2016
186 Havre St #3,42.37418,-71.036763,0,1,1,1,0,0,635000,0,Condominium,2017,1,2017
189 Maple St,42.292843,-71.158618,0,0,0,0,0,0,635000,0,Single-Family,1925,1,2022
19 Adams St,42.307671,-71.063271,0,0,0,0,0,0,635000,820000,Three-Family,1900,2,2018
19 Brahms St,42.277465,-71.139525,0,0,0,0,0,0,635000,0,Single-Family,1906,1,2021
20 Wren St,42.282107,-71.152896,0,0,0,0,0,0,635000,154000,Single-Family,1880,2,2009
21 Sidley Rd,42.289988,-71.147641,0,0,0,0,0,0,635000,0,Single-Family,1929,1,2019
210 Bremen St #1,42.373091,-71.034004,1,1,1,1,0,0,635000,0,Condominium,1950,1,2022
210-216 Lincoln St #701,42.349981,-71.058815,0,0,1,1,1,0,635000,170000,Condominium,1899,2,2010
22 Carruth St,42.285041,-71.061358,0,0,0,0,0,0,635000,0,Single-Family,1986,1,2009
22 Thwing St #1,42.32373,-71.094302,0,0,0,0,0,0,635000,0,Condominium,2016,1,2016
23 Hallowell St,42.271479,-71.100763,0,0,0,0,0,0,635000,0,Two-Family,1935,1,2020
233 Commonwealth Ave #9,42.35107,-71.082382,0,0,0,0,1,0,635000,0,Condominium,1886,1,2014
26 Moultrie St #26,42.291615,-71.069012,0,0,0,0,0,0,635000,0,Condominium,1920,1,2020
267 Bolton St,42.337679,-71.046396,0,0,0,0,0,0,635000,350000,Single-Family,2006,2,2008
275 Everett St,42.362094,-71.135643,0,0,0,0,0,0,635000,0,Two-Family,1988,1,2004
275 Perkins St #C601,42.320499,-71.122143,0,0,0,0,0,0,635000,125000,Condominium,1982,3,2001
28-32 Atlantic Ave #314,42.363443,-71.05093,1,1,1,1,1,0,635000,0,Condominium,1850,1,2013
288 C St #3,42.340856,-71.051139,0,0,0,0,0,0,635000,170000,Condominium,2012,2,2012
29 Windom St,42.36036,-71.124026,0,0,0,0,0,0,635000,0,Single-Family,1963,1,2020
293-295 Commonwealth Ave #4A,42.34991,-71.086243,0,0,0,0,1,0,635000,0,Condominium,1899,1,2021
30 Polk St #302,42.380269,-71.060351,0,0,0,0,1,0,635000,0,Condominium,2018,1,2021
306 Columbus Ave #4,42.346609,-71.074144,0,0,0,0,1,0,635000,0,Condominium,1880,1,2015
33 Sleeper St #101,42.352043,-71.049101,1,1,1,1,1,0,635000,0,Condominium,1911,1,2022
338 E St #2,42.338306,-71.048868,0,0,0,0,0,0,635000,470000,Condominium,1890,2,2021
354 Beacon St #5,42.352365,-71.084178,0,0,0,0,1,0,635000,0,Condominium,1900,1,2022
360 W 2nd St #2,42.338642,-71.046954,0,0,1,1,0,0,635000,0,Condominium,2013,1,2016
37 Worcester Sq #3,42.336285,-71.074407,0,0,0,1,0,0,635000,110000,Condominium,1910,2,2013
38 Clive St #3,42.317148,-71.108141,0,0,0,0,0,0,635000,370000,Condominium,1905,2,2021
39 Liszt St,42.277038,-71.140028,0,0,0,0,0,0,635000,0,Single-Family,1935,1,2021
39-39A Worcester Sq #2,42.336272,-71.074395,0,0,0,1,0,0,635000,0,Condominium,1920,1,2017
4 Charlesgate E #605,42.349847,-71.091522,0,0,0,0,1,0,635000,140000,Condominium,1910,2,2006
40 Phillips St #3,42.360253,-71.068069,0,0,0,0,0,0,635000,0,Condominium,1899,1,2010
406-408H E 3rd St #3,42.336349,-71.043526,0,0,0,0,0,0,635000,410000,Condominium,2003,2,2003
41 Burrwood Rd,42.293909,-71.142129,0,0,0,0,0,0,635000,0,Single-Family,1936,1,2021
43 Tyndale St,42.287239,-71.138976,0,0,0,0,0,0,635000,0,Single-Family,1925,1,2019
44 Oak Square Ave,42.352334,-71.163623,0,0,0,0,0,0,635000,230000,Single-Family,1920,2,2013
45 Park St,42.373068,-71.060769,0,0,0,0,0,0,635000,0,Single-Family,1900,2,2010
45-63 Atlantic Ave #4A,42.363001,-71.051147,1,1,1,1,1,0,635000,0,Condominium,1920,1,2004
47 Tennis Rd,42.275441,-71.093891,0,0,0,0,0,0,635000,0,Two-Family,1925,1,2017
50 Rosemont St #3,42.292941,-71.05514,0,0,0,0,0,0,635000,70000,Condominium,2013,2,2017
505 Tremont St #207,42.345021,-71.070212,0,0,0,1,1,0,635000,0,Condominium,2003,1,2004
57 Prince St,42.310982,-71.121057,0,0,0,0,0,0,635000,0,Single-Family,1920,1,2009
59 Fleet St #1,42.364179,-71.051813,0,0,0,0,0,0,635000,0,Condominium,1900,1,2011
6 Ashmont St #3,42.285317,-71.070598,0,0,0,0,0,0,635000,0,Condominium,2017,1,2021
6 Peter Parley Rd #2,42.31126,-71.102262,0,0,0,0,0,0,635000,0,Condominium,1890,1,2018
606 E 4th St #106,42.334672,-71.040646,0,0,0,0,0,0,635000,0,Condominium,2011,1,2012
61-63 Granger St,42.302584,-71.056981,0,0,0,0,0,0,635000,0,Two-Family,1900,1,2021
63 Melcher St #503,42.349416,-71.049991,0,0,0,1,1,0,635000,0,Condominium,1916,1,2020
65-67 Border St #6,42.372383,-71.041685,0,0,1,1,0,0,635000,0,Condominium,2018,1,2020
665-667 Saratoga St,42.382341,-71.020713,0,0,0,0,0,0,635000,0,Two-Family,1900,1,2016
66-68 Cottage St #2,42.367432,-71.035485,0,0,1,1,0,0,635000,0,Condominium,2016,1,2021
69 Seymour St #1,42.279825,-71.121752,0,0,0,0,0,0,635000,0,Condominium,1925,1,2021
691 Massachusetts Ave #307,42.335652,-71.076029,0,0,0,1,0,0,635000,0,Condominium,2010,1,2014
691 Massachusetts Ave #508,42.335652,-71.076029,0,0,0,1,0,0,635000,0,Condominium,2010,1,2021
7 Fairfield St #2,42.351611,-71.083282,0,0,0,0,1,0,635000,150000,Condominium,1899,2,2004
7 Saint Marks Rd,42.291366,-71.062003,0,0,0,0,0,0,635000,680000,Three-Family,1911,2,2019
71 Moraine St #2,42.319976,-71.115031,0,0,0,0,0,0,635000,0,Condominium,1917,1,2007
74 Brookley Rd #2,42.30232,-71.10485,0,0,0,0,0,0,635000,0,Condominium,2017,1,2020
76-82 W Rutland Sq #204,42.343235,-71.080137,0,0,0,0,1,0,635000,0,Condominium,1910,1,2000
790 Centre St,42.309091,-71.11645,0,0,0,0,0,0,635000,0,Two-Family,1928,1,2003
80 Crockett Ave,42.282498,-71.052612,0,0,0,0,0,0,635000,0,Single-Family,1932,1,2021
80 Kenrick St #80,42.346411,-71.165929,0,0,0,0,0,0,635000,0,Condominium,1930,1,2018
9 Salisbury Park,42.299258,-71.059135,0,0,0,0,0,0,635000,230000,Three-Family,1905,2,2004
9 W Broadway #212,42.342851,-71.057227,0,0,0,0,0,0,635000,0,Condominium,1906,1,2009
950 South St,42.287728,-71.137396,0,0,0,0,0,0,635000,0,Single-Family,1899,1,2009
99-101 Willow St,42.28949,-71.153488,0,0,0,0,0,0,635000,330000,Two-Family,1920,2,2017
110 Bennington St,42.376253,-71.03523,0,0,0,1,0,0,634500,389000,Three-Family,1900,3,2007
118-120 Nonantum St,42.349903,-71.172291,0,0,0,0,0,0,634500,104000,Two-Family,1925,3,2007
12 Edge Hill St,42.323945,-71.105597,0,0,0,0,0,0,634500,0,Single-Family,1900,1,2015
13 Albemarle St #1,42.342364,-71.083255,0,0,0,0,1,0,634500,287000,Condominium,1900,4,2019
13-15 Story St #2,42.333274,-71.043865,0,0,0,0,0,0,634500,431000,Condominium,1890,2,2018
141 Dorchester Ave #307,42.341892,-71.057247,0,0,0,0,0,0,634500,17000,Condominium,2006,3,2015
142 Bigelow St #148B,42.356246,-71.165506,0,0,0,0,0,0,634500,95000,Condominium,2005,3,2017
15 Meehan St,42.309941,-71.106239,0,0,0,0,0,0,634500,269000,Two-Family,1910,2,2022
166 Commercial St #2,42.362854,-71.052,0,1,1,1,1,0,634500,157000,Condominium,1880,3,2012
17 Melrose St #3,42.349216,-71.06765,0,0,0,1,1,0,634500,191000,Condominium,1890,2,2015
20 Almont St,42.274762,-71.094785,0,0,0,0,0,0,634500,139000,Three-Family,1935,3,2005
277 Stratford St,42.277922,-71.143428,0,0,0,0,0,0,634500,0,Single-Family,1930,1,2004
31-33 Larch St,42.346939,-71.166075,0,0,0,0,0,0,634500,389000,Two-Family,1920,2,2016
37 Beacon St #65,42.357087,-71.065829,0,0,0,0,0,0,634500,163000,Condominium,1920,3,2000
51 Buchanan Rd,42.295175,-71.137075,0,0,0,0,0,0,634500,511000,Single-Family,1941,2,2001
6 Upcrest Rd,42.352876,-71.163195,0,0,0,0,0,0,634500,158000,Two-Family,1920,3,2006
7 Pleasant St #10,42.374449,-71.06268,0,0,0,0,0,0,634500,60000,Condominium,1989,2,2004
9 Hawthorne Pl #3B,42.363479,-71.066446,0,0,0,0,0,0,634500,0,Condominium,1967,1,2011
98 E Brookline St #2,42.336932,-71.06931,0,0,0,1,1,0,634500,335000,Condominium,1890,4,2005
10 Realton Rd,42.293247,-71.148364,0,0,0,0,0,0,634000,238000,Single-Family,1920,2,2013
14 Glenville Ave #3,42.350713,-71.132187,0,0,0,0,0,0,634000,0,Condominium,1910,1,2021
141 Dorchester Ave #118,42.341892,-71.057247,0,0,0,0,0,0,634000,0,Condominium,2006,2,2007
15 Hallam St,42.314318,-71.056716,0,0,0,0,0,0,634000,293000,Three-Family,1905,2,2011
159 W 3rd St #3,42.340151,-71.050809,0,0,0,0,0,0,634000,209000,Condominium,1896,3,2006
181 Moss Hill Rd,42.306732,-71.127678,0,0,0,0,0,0,634000,108000,Single-Family,1960,2,2009
20 Bellaire Rd,42.291383,-71.143213,0,0,0,0,0,0,634000,0,Single-Family,1925,1,2015
3 Avery St #509,42.35337,-71.062604,0,0,0,0,0,0,634000,0,Condominium,2004,3,2005
35 Bourne St,42.29229,-71.114033,0,0,0,0,0,0,634000,224000,Single-Family,1915,3,2021
38 Cook St,42.381218,-71.063621,0,0,0,0,0,0,634000,200000,Single-Family,1880,4,2008
40 Atwill Rd,42.285318,-71.158965,0,0,0,0,0,0,634000,452000,Single-Family,1955,2,2000
42 Glen Rd,42.30889,-71.102167,0,0,0,0,0,0,634000,0,Three-Family,1928,1,2010
430 Marlborough St #3,42.34991,-71.089283,0,0,0,0,1,0,634000,112000,Condominium,1899,6,2019
44 Jamaica St,42.306003,-71.117654,0,0,0,0,0,0,634000,592000,Single-Family,1900,2,2012
485-495 Harrison Ave #504,42.341963,-71.066435,0,0,0,1,1,0,634000,0,Condominium,1914,1,2005
616 E 4th St #104,42.334672,-71.040646,0,0,0,0,0,0,634000,0,Condominium,1900,1,2014
661 E 6th St,42.333046,-71.033787,0,0,0,0,0,0,634000,214000,Single-Family,1900,3,2005
7 Concord Sq #2,42.341738,-71.079254,0,0,0,0,1,0,634000,28000,Condominium,1890,6,2016
768 E Broadway,42.335733,-71.034569,0,0,0,0,0,0,634000,0,Single-Family,1875,1,2006
78 E Brookline St #4,42.337686,-71.070041,0,0,0,1,0,0,634000,0,Condominium,1900,1,2019
8 Dent St,42.281147,-71.160885,0,0,0,0,0,0,634000,0,Three-Family,1925,1,2016
85 E India Row #23G,42.358311,-71.050532,0,0,1,1,1,0,634000,187000,Condominium,1972,3,2000
98 Temple St,42.28072,-71.163193,0,0,0,0,0,0,634000,322000,Single-Family,1890,3,2003
118 Cornell St,42.277386,-71.132559,0,0,0,0,0,2,633500,140000,Single-Family,1900,3,2019
12 Mystic St #3,42.379532,-71.063004,0,0,0,0,0,0,633500,377000,Condominium,1890,2,2009
14-14A King St,42.292013,-71.061754,0,0,0,0,0,1,633500,300000,Three-Family,1890,3,2022
148 Worcester St #3,42.341211,-71.079929,0,0,0,0,1,0,633500,209000,Condominium,1890,2,2014
18 Appleton St #1,42.345953,-71.071633,0,0,0,1,1,0,633500,308000,Condominium,1860,3,2004
19 Realton Rd,42.292328,-71.147964,0,0,0,0,0,0,633500,135000,Single-Family,1920,4,2016
24 Montgomery St #1,42.343474,-71.074065,0,0,0,1,1,0,633500,210000,Condominium,1905,3,2007
26 Montgomery St #5,42.343495,-71.073987,0,0,0,1,1,3,633500,110000,Condominium,1910,3,2020
3 Avery St #901,42.35337,-71.062604,0,0,0,0,0,0,633500,0,Condominium,2004,3,2021
35 Fairmount St,42.28093,-71.073073,0,0,0,0,0,0,633500,507000,Two-Family,1935,2,2013
47 Harvard St #B101,42.373104,-71.063036,0,0,0,0,0,0,633500,183000,Condominium,1986,3,2001
474 Shawmut Ave #5,42.338606,-71.075958,0,0,0,1,0,0,633500,156000,Condominium,1899,4,2014
536 Dorchester Ave #2,42.330903,-71.056841,0,0,0,1,0,0,633500,131000,Condominium,2005,2,2017
99-105 Broad St #6B,42.357369,-71.052621,0,0,1,1,1,0,633500,198000,Condominium,1910,3,2008
10 Bowdoin St #311,42.359709,-71.06287,0,0,0,0,0,0,633000,156000,Condominium,2003,3,2004
101 Bellevue Hill Rd,42.276221,-71.14548,0,0,0,0,0,0,633000,246000,Single-Family,1935,2,2010
102 Commercial St #3,42.361896,-71.052821,1,1,1,1,1,0,633000,95000,Condominium,1880,5,2001
104 Child St,42.255056,-71.130068,0,0,0,0,0,0,633000,229000,Single-Family,1925,4,2018
11 Everett St #2,42.310015,-71.10909,0,0,0,0,0,0,633000,201000,Condominium,1872,3,2015
117 Fulton St #1,42.362566,-71.052794,0,0,1,1,1,0,633000,0,Condominium,1899,1,2004
1180-1200 Washington St #202,42.342947,-71.066904,0,0,0,1,0,2,633000,126000,Condominium,1999,5,2022
1597 Washington St #512,42.338442,-71.074435,0,0,0,1,0,0,633000,298000,Condominium,2000,3,2005
1662 Centre St #1,42.287696,-71.146126,0,0,0,0,0,2,633000,125000,Condominium,2005,3,2021
22 Hopedale St,42.359956,-71.126474,0,0,0,0,0,0,633000,206000,Single-Family,1900,3,2019
221 L St #3,42.331083,-71.03526,0,0,0,0,0,0,633000,304000,Condominium,1905,2,2013
250 Amory St #2,42.313568,-71.105222,0,0,0,0,0,0,633000,0,Condominium,2017,1,2020
27 Whittemore St,42.287109,-71.160574,0,0,0,0,0,0,633000,0,Single-Family,1900,1,2007
30 Hanson St #3,42.343429,-71.070055,0,0,0,1,1,0,633000,156000,Condominium,1990,2,2004
35 Lonsdale St,42.290301,-71.061345,0,0,0,0,0,0,633000,0,Three-Family,1915,1,2015
360 Newbury St #602,42.348168,-71.087641,0,0,0,0,1,0,633000,46000,Condominium,1918,4,2010
380 Columbus Ave #4,42.3453,-71.075752,0,0,0,1,1,0,633000,117000,Condominium,1885,6,2004
44 Maxfield St,42.280183,-71.154697,0,0,0,0,0,0,633000,182000,Single-Family,1935,3,2013
5 Semont Rd,42.290882,-71.061642,0,0,0,0,0,0,633000,160000,Two-Family,1910,3,2004
53 Sunset Hill Rd,42.290746,-71.144909,0,0,0,0,0,0,633000,0,Single-Family,1967,1,2018
71 Parkton Rd #3,42.322678,-71.114816,0,0,0,0,0,0,633000,103000,Condominium,1905,4,2016
762 W Roxbury Pkwy,42.284032,-71.147326,0,0,0,0,0,0,633000,360000,Single-Family,1935,2,2016
9 W Broadway #325,42.342851,-71.057227,0,0,0,0,0,0,633000,138000,Condominium,1906,3,2012
9 W Broadway #600,42.342882,-71.0571,0,0,0,0,0,0,633000,91000,Condominium,1906,3,2015
935 Lagrange St #935,42.295189,-71.171399,0,0,0,0,0,0,633000,128000,Condominium,2000,3,2020
1 Nassau St #1605,42.348799,-71.063184,0,0,0,0,0,0,632500,41000,Condominium,2004,3,2014
10-10A Union Ave,42.308681,-71.106796,0,0,0,0,0,0,632500,461000,Two-Family,1900,2,2009
12 Lenoxdale Ave,42.282256,-71.054632,0,0,0,0,0,0,632500,0,Single-Family,1935,1,2020
122-124 Nonantum St,42.349919,-71.172455,0,0,0,0,0,0,632500,141000,Two-Family,1925,3,2006
123-125 Anawan Ave #2,42.283042,-71.150156,0,0,0,0,0,0,632500,385000,Condominium,1920,2,2020
141 Warren Ave #4,42.344243,-71.075036,0,0,0,1,1,0,632500,85000,Condominium,1860,4,2003
15 Cedar St,42.271983,-71.07498,0,0,0,0,0,0,632500,935000,Single-Family,1900,2,2022
